site,team,ttrans,transect,spcode,start,stop,dieback,notes
C1,CT,8,CT2,AGLEC,36.8,37.6,100,
C1,CT,8,CT2,VISTE,37.8,38.2,100,
C1,CT,8,CT2,legmin,38.45,38.7,100,
C1,CT,8,CT2,VISTE,38.7,39.2,100,
C1,CT,8,CT2,VISTE,39.2,39.7,100,
C1,CT,8,CT2,EPTOR,39.5,39.8,100,
C1,CT,8,CT2,VISTE,42,42.6,100,
C1,CT,8,CT2,legmin,42.7,43.2,100,
C1,CT,8,CT2,AGLEC,43.6,44,100,
C1,CT,8,CT2,AGLEC,45,46,99,
C1,CT,8,CT2,ACGRE,45.1,45.6,80,
C1,CT,8,CT2,HERB,46.6,46.8,,
C1,CT,8,CT2,opphai,46.9,47.2,100,
C1,CT,8,CT2,HERB,49.3,49.7,,
C1,CT,9,CT3,legmin,0.3,0.7,100,
C1,CT,9,CT3,HERB,1.9,2.6,,
C1,CT,9,CT3,HERB,5.1,5.6,,
C1,CT,9,CT3,HERB,7,7.4,,
C1,CT,9,CT3,AGLEC,7.7,8,100,
C1,CT,9,CT3,HERB,9.7,10,,
C1,CT,9,CT3,OPDUL,10,10.5,100,
C1,CT,9,CT3,HERB,12.5,12.8,,
C1,CT,9,CT3,AGLEC,14.7,15.3,95,
C1,CT,9,CT3,HERB,15.8,16.8,,
C1,CT,9,CT3,VISTE,16.2,16.9,100,
C1,CT,9,CT3,VISTE,17.9,18.2,100,
C1,CT,9,CT3,VISTE,19.8,20.5,100,
C1,CT,9,CT3,AGLEC,20,20.3,80,
C1,CT,9,CT3,HERB,23.6,23.9,,
C1,CT,9,CT3,VISTE,24.4,24.9,100,
C1,CT,9,CT3,DALEI,25,26.1,100,
C1,CT,9,CT3,ACGRE,28.5,29.2,100,
C1,CT,9,CT3,HERB,33.5,34,,
C1,CT,9,CT3,HERB,36.2,36.5,,
C1,CT,9,CT3,VISTE,36.4,36.9,100,
C1,CT,9,CT3,AGLEC,39.4,40,100,
C1,CT,9,CT3,ACGRE,42,43.7,50,
C1,CT,9,CT3,VISTE,44.7,45.2,100,
C1,CT,9,CT3,HERB,45.8,45.9,,
C1,CT,9,CT3,VISTE,46.1,46.45,100,
C1,CT,9,CT3,legmin,46.6,46.8,100,
C1,CT,9,CT3,VISTE,48.4,48.9,100,
C1,CT,9,CT3,VISTE,49.5,50,100,
